CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,SEARCH_CONDITION,REF_PK,DELETE_RULE,CORDERBY,CONS_COLS,REF_TABLE,REF_COLUMNS,DATASOURCE
STOCKSPLITHEADERS_PK,PRIMARY KEY,INV_STOCKSPLIT_HEADERS,None,NOVALUE,NO ACTION,1,STOCKSPLIT_ID,None,None,ORATECHDATAHUB
STOCKSPLITLINES_PK,PRIMARY KEY,INV_STOCKSPLIT_LINES,None,NOVALUE,NO ACTION,1,STOCKSPLIT_LINE_ID,None,None,ORATECHDATAHUB
INVSUBLOCH_PK,PRIMARY KEY,INV_SUBLOC_HIERARCHY,None,NOVALUE,NO ACTION,1,HIERARCHY_ID,None,None,ORATECHDATAHUB
ISUBLOCSNAP_PK,PRIMARY KEY,INV_SUBLOC_VAL_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
ISL_PK,PRIMARY KEY,INV_SUB_LOCATIONS,None,NOVALUE,NO ACTION,1,SUB_LOCATION_ID,None,None,ORATECHDATAHUB
IWC_PK,PRIMARY KEY,INV_WEEE_CHARGES,None,NOVALUE,NO ACTION,1,CHARGE_ID~NAME~,None,None,ORATECHDATAHUB
PALLETBOX_PK,PRIMARY KEY,PALLET_BOXES,None,NOVALUE,NO ACTION,1,BOX_ID,None,None,ORATECHDATAHUB
PALLETHEAD_PK,PRIMARY KEY,PALLET_HEADERS,None,NOVALUE,NO ACTION,1,PALLET_HEADER_ID,None,None,ORATECHDATAHUB
EMPWD_PK,PRIMARY KEY,EMP_WORKING_DAYS,None,NOVALUE,NO ACTION,1,WORKING_DAY_ID,None,None,ORATECHDATAHUB
EXPORTHEAD_PK,PRIMARY KEY,EXPORT_HEADERS,None,NOVALUE,NO ACTION,1,EXPORT_HEADER_ID,None,None,ORATECHDATAHUB
EXTTRANSHEAD_PK,PRIMARY KEY,EXT_TRANS_HEADERS,None,NOVALUE,NO ACTION,1,HEADER_ID,None,None,ORATECHDATAHUB
GAC_PK,PRIMARY KEY,GL_ACCOUNT_CODES,None,NOVALUE,NO ACTION,1,GL_ACCOUNT_ID,None,None,ORATECHDATAHUB
GLCASHINGUPHEADERS_PK,PRIMARY KEY,GL_CASHINGUP_HEADERS,None,NOVALUE,NO ACTION,1,CASHINGUP_ID,None,None,ORATECHDATAHUB
GLCASHINGUPLINES_PK,PRIMARY KEY,GL_CASHINGUP_LINES,None,NOVALUE,NO ACTION,1,CASHINGUP_LINE_ID,None,None,ORATECHDATAHUB
GC_PK,PRIMARY KEY,GL_CATEGORIES,None,NOVALUE,NO ACTION,1,GL_CATEGORY_ID,None,None,ORATECHDATAHUB
GL_JEHEAD_PK,PRIMARY KEY,GL_JE_HEADERS,None,NOVALUE,NO ACTION,1,JE_HEADER_ID,None,None,ORATECHDATAHUB
GL_JELINE_PK,PRIMARY KEY,GL_JE_LINES,None,NOVALUE,NO ACTION,1,JE_LINES_ID,None,None,ORATECHDATAHUB
GLPMNTHEADERS_PK,PRIMARY KEY,GL_PAYMENT_HEADERS,None,NOVALUE,NO ACTION,1,PAYMENT_ID,None,None,ORATECHDATAHUB
GLPMNTLINES_PK,PRIMARY KEY,GL_PAYMENT_LINES,None,NOVALUE,NO ACTION,1,PAYMENT_LINE_ID,None,None,ORATECHDATAHUB
GSC_PK,PRIMARY KEY,GL_SUB_CATEGORIES,None,NOVALUE,NO ACTION,1,GL_SUB_CATEGORY_ID,None,None,ORATECHDATAHUB
GLTEMP_PK,PRIMARY KEY,GL_TEMPLATES,None,NOVALUE,NO ACTION,1,TEMPLATE_ID,None,None,ORATECHDATAHUB
GLTEMPLINE_PK,PRIMARY KEY,GL_TEMPLATE_LINES,None,NOVALUE,NO ACTION,1,TEMPLATE_LINE_ID,None,None,ORATECHDATAHUB
GLTEMPTH_PK,PRIMARY KEY,GL_TEMPLATE_TRANS_HEADERS,None,NOVALUE,NO ACTION,1,TEMPLATE_TRANS_HEADER_ID,None,None,ORATECHDATAHUB
GRNORDPADHEAD_PK,PRIMARY KEY,GRN_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,1,GRN_ID,None,None,ORATECHDATAHUB
GRNORDERPADLINE_PK,PRIMARY KEY,GRN_ORDERPAD_LINES,None,NOVALUE,NO ACTION,1,ORDERPAD_LINE_ID,None,None,ORATECHDATAHUB
HRUSERASS1_PK,PRIMARY KEY,HR_USER_ASSIGNMENTS,None,NOVALUE,NO ACTION,1,ASSIGNMENT_ID,None,None,ORATECHDATAHUB
IMPEXPHEAD_PK,PRIMARY KEY,IMPEXP_HEADERS,None,NOVALUE,NO ACTION,1,IMPEXP_HEADER_ID,None,None,ORATECHDATAHUB
IMPEXPLINE_PK,PRIMARY KEY,IMPEXP_LINES,None,NOVALUE,NO ACTION,1,IMPEXP_LINE_ID,None,None,ORATECHDATAHUB
INVBARREP_PK,PRIMARY KEY,INV_BARCODE_REPOSITORY,None,NOVALUE,NO ACTION,1,REPOSITORY_ID,None,None,ORATECHDATAHUB
INVBOM_PK,PRIMARY KEY,INV_BOM,None,NOVALUE,NO ACTION,1,BOM_ID,None,None,ORATECHDATAHUB
INVBOM_TRANS_PK,PRIMARY KEY,INV_BOM_TRANS,None,NOVALUE,NO ACTION,1,BOM_TRANS_ID,None,None,ORATECHDATAHUB
INVCONTAINRELOG_PK,PRIMARY KEY,INV_CONTAINER_LOG,None,NOVALUE,NO ACTION,1,CONTAINER_LOG_ID,None,None,ORATECHDATAHUB
ITEMTRANSNAP_PK,PRIMARY KEY,INV_ITEMSALPURSUM_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
IIAH_PK,PRIMARY KEY,INV_ITEM_ADJUSTMENT_HEADERS,None,NOVALUE,NO ACTION,1,ADJUST_HEADER_ID,None,None,ORATECHDATAHUB
IIAL_PK,PRIMARY KEY,INV_ITEM_ADJUSTMENT_LINES,None,NOVALUE,NO ACTION,1,ADJUST_LINE_ID,None,None,ORATECHDATAHUB
IIB_PK,PRIMARY KEY,INV_ITEM_BARCODES,None,NOVALUE,NO ACTION,1,BARCODE,None,None,ORATECHDATAHUB
INVITBATCH_PK,PRIMARY KEY,INV_ITEM_BATCHES,None,NOVALUE,NO ACTION,1,BATCH_ID,None,None,ORATECHDATAHUB
INVITBATCHLINE_PK,PRIMARY KEY,INV_ITEM_BATCH_LINES,None,NOVALUE,NO ACTION,1,BATCH_LINE_ID,None,None,ORATECHDATAHUB
IIC_PK,PRIMARY KEY,INV_ITEM_CATEGORIES,None,NOVALUE,NO ACTION,1,CATEGORY_ID,None,None,ORATECHDATAHUB
IICH_PK,PRIMARY KEY,INV_ITEM_COUNT_HEADERS,None,NOVALUE,NO ACTION,1,ITEM_COUNT_HEADER_ID,None,None,ORATECHDATAHUB
IICL_PK,PRIMARY KEY,INV_ITEM_COUNT_LINES,None,NOVALUE,NO ACTION,1,ITEM_COUNT_LINE_ID,None,None,ORATECHDATAHUB
ITMDIM_PK,PRIMARY KEY,INV_ITEM_DIMENSIONS,None,NOVALUE,NO ACTION,1,DIMENSION_ID,None,None,ORATECHDATAHUB
ITMDIML_PK,PRIMARY KEY,INV_ITEM_DIMENSION_LINES,None,NOVALUE,NO ACTION,1,DIMENSION_LINE_ID,None,None,ORATECHDATAHUB
INVITEMEXTRAS_PK,PRIMARY KEY,INV_ITEM_EXTRAS,None,NOVALUE,NO ACTION,1,ITEMEXTRAS_ID,None,None,ORATECHDATAHUB
INV_ITEM_FREIGHTS_PK,PRIMARY KEY,INV_ITEM_FREIGHTS,None,NOVALUE,NO ACTION,1,ITEM_FREIGHT_ID,None,None,ORATECHDATAHUB
IIM_PK,PRIMARY KEY,INV_ITEM_MASTERS,None,NOVALUE,NO ACTION,1,ITEM_ID,None,None,ORATECHDATAHUB
IIMH_PK,PRIMARY KEY,INV_ITEM_MOVEMENT_HEADERS,None,NOVALUE,NO ACTION,1,ITEM_MOVEMENT_HEADER_ID,None,None,ORATECHDATAHUB
IIML_PK,PRIMARY KEY,INV_ITEM_MOVEMENT_LINES,None,NOVALUE,NO ACTION,1,ITEM_MOVEMENT_LINE_ID,None,None,ORATECHDATAHUB
INVMCATL_PK,PRIMARY KEY,INV_ITEM_MULTI_CATEGORIES,None,NOVALUE,NO ACTION,1,MULTI_CATEGORY_ID,None,None,ORATECHDATAHUB
INVMSEASON_PK,PRIMARY KEY,INV_ITEM_MULTI_SEASONS,None,NOVALUE,NO ACTION,1,MULTI_SEASON_ID,None,None,ORATECHDATAHUB
IIOH_PK,PRIMARY KEY,INV_ITEM_OFFER_HEADERS,None,NOVALUE,NO ACTION,1,OFFER_HEADER_ID,None,None,ORATECHDATAHUB
IIOL_PK,PRIMARY KEY,INV_ITEM_OFFER_LINES,None,NOVALUE,NO ACTION,1,OFFER_LINE_ID,None,None,ORATECHDATAHUB
INVITPICKLIST_PK,PRIMARY KEY,INV_ITEM_PICKLIST,None,NOVALUE,NO ACTION,1,PICKLIST_ID,None,None,ORATECHDATAHUB
IIPH_PK,PRIMARY KEY,INV_ITEM_PO_HISTORIES,None,NOVALUE,NO ACTION,1,IIPH_ID,None,None,ORATECHDATAHUB
IIP_PK,PRIMARY KEY,INV_ITEM_PRICEBREAKS,None,NOVALUE,NO ACTION,1,ID,None,None,ORATECHDATAHUB
IIP1_PK,PRIMARY KEY,INV_ITEM_PRICEHISTORIES,None,NOVALUE,NO ACTION,1,IIP1_ID,None,None,ORATECHDATAHUB
IISU_PK,PRIMARY KEY,INV_ITEM_SALES_UNITS,None,NOVALUE,NO ACTION,1,SU_ID,None,None,ORATECHDATAHUB
IISN_PK,PRIMARY KEY,INV_ITEM_SERIAL_NUMBERS,None,NOVALUE,NO ACTION,1,SERIAL_NUMBER_ID,None,None,ORATECHDATAHUB
IIS_PK,PRIMARY KEY,INV_ITEM_STATUSES,None,NOVALUE,NO ACTION,1,ITEM_ID,None,None,ORATECHDATAHUB
INVITEMSUBLOCGRP_PK,PRIMARY KEY,INV_ITEM_SUBLOC_GROUPS,None,NOVALUE,NO ACTION,1,ISG_ID,None,None,ORATECHDATAHUB
ISUBSNAP_PK,PRIMARY KEY,INV_ITEM_SUBLOC_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
IISC_PK,PRIMARY KEY,INV_ITEM_SUB_CATEGORIES,None,NOVALUE,NO ACTION,1,SUB_CATEGORY_ID,None,None,ORATECHDATAHUB
IIT_PK,PRIMARY KEY,INV_ITEM_TEMPS,None,NOVALUE,NO ACTION,1,ID,None,None,ORATECHDATAHUB
IL_PK,PRIMARY KEY,INV_LOCATIONS,None,NOVALUE,NO ACTION,1,LOCATION_ID,None,None,ORATECHDATAHUB
LOCPL_PK,PRIMARY KEY,INV_LOCATION_PRICELISTS,None,NOVALUE,NO ACTION,1,LOCATION_PRICELIST_ID,None,None,ORATECHDATAHUB
IM_PK,PRIMARY KEY,INV_MANUFACTURERS,None,NOVALUE,NO ACTION,1,MANF_ID,None,None,ORATECHDATAHUB
MKUPTEMPHEADERS_PK,PRIMARY KEY,INV_MKUPTEMP_HEADERS,None,NOVALUE,NO ACTION,1,MKUPTEMP_ID,None,None,ORATECHDATAHUB
MKUPTEMPLINES_PK,PRIMARY KEY,INV_MKUPTEMP_LINES,None,NOVALUE,NO ACTION,1,MKUPTEMP_LINE_ID,None,None,ORATECHDATAHUB
ISMREVNAP_PK,PRIMARY KEY,INV_MONHLYREVIEW_VAL_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
IO_PK,PRIMARY KEY,INV_OPTIONS,None,NOVALUE,NO ACTION,1,INV_OPTIONS_ID,None,None,ORATECHDATAHUB
INVPALLET_PK,PRIMARY KEY,INV_PALLETS,None,NOVALUE,NO ACTION,1,PALLET_ID,None,None,ORATECHDATAHUB
IPBH_PK,PRIMARY KEY,INV_PRICE_BREAK_HEADERS,None,NOVALUE,NO ACTION,1,PRICE_BREAK_ID,None,None,ORATECHDATAHUB
CMR_PK,PRIMARY KEY,CMN_MENU_RESPONSIBILITIES,None,NOVALUE,NO ACTION,1,MENU_RESP_ID,None,None,ORATECHDATAHUB
CML_PK,PRIMARY KEY,CMN_MODULES,None,NOVALUE,NO ACTION,1,MODULE_ID,None,None,ORATECHDATAHUB
CNAV_PK,PRIMARY KEY,CMN_NAVIGATIONS,None,NOVALUE,NO ACTION,1,NAVIGATION_ID,None,None,ORATECHDATAHUB
CMNOBJBATCH_PK,PRIMARY KEY,CMN_OBJECT_BATCHES,None,NOVALUE,NO ACTION,1,BATCH_ID,None,None,ORATECHDATAHUB
CMNOBJBATCHLINE_PK,PRIMARY KEY,CMN_OBJECT_BATCH_LINES,None,NOVALUE,NO ACTION,1,BATCH_LINE_ID,None,None,ORATECHDATAHUB
CMNOBJSTATUSES_PK,PRIMARY KEY,CMN_OBJECT_STATUSES,None,NOVALUE,NO ACTION,1,STATUS_ID,None,None,ORATECHDATAHUB
CMP_PK,PRIMARY KEY,CMN_PARAMETERS,None,NOVALUE,NO ACTION,1,PARAMETER_ID,None,None,ORATECHDATAHUB
CMNPAYMENTS_PK,PRIMARY KEY,CMN_PAYMENTS,None,NOVALUE,NO ACTION,1,CMN_PAYMENT_ID,None,None,ORATECHDATAHUB
CPB_PK,PRIMARY KEY,CMN_PAYMENTTERM_BREAKUPS,None,NOVALUE,NO ACTION,1,CPB_ID,None,None,ORATECHDATAHUB
CPM_PK,PRIMARY KEY,CMN_PAYMENT_METHODS,None,NOVALUE,NO ACTION,1,PMNT_METHOD_ID,None,None,ORATECHDATAHUB
CPT_PK,PRIMARY KEY,CMN_PAYMENT_TERMS,None,NOVALUE,NO ACTION,1,CPT_ID,None,None,ORATECHDATAHUB
CMNPAYMENTTRANS_PK,PRIMARY KEY,CMN_PAYMENT_TRANS,None,NOVALUE,NO ACTION,1,PAYMENT_TRANS_ID,None,None,ORATECHDATAHUB
CMNPERIODBD_PK,PRIMARY KEY,CMN_PERIOD_BREAKDOWNS,None,NOVALUE,NO ACTION,1,PERIOD_BREAKDOWN_ID,None,None,ORATECHDATAHUB
CMNPRDH_PK,PRIMARY KEY,CMN_PERIOD_HEADERS,None,NOVALUE,NO ACTION,1,PERIOD_HEADER_ID,None,None,ORATECHDATAHUB
CMNPERIODL_PK,PRIMARY KEY,CMN_PERIOD_LINES,None,NOVALUE,NO ACTION,1,PERIOD_LINE_ID,None,None,ORATECHDATAHUB
CP1_PK,PRIMARY KEY,CMN_PRICEROUNDINGS,None,NOVALUE,NO ACTION,1,PRICE_ROUNDING_ID,None,None,ORATECHDATAHUB
CP_PK,PRIMARY KEY,CMN_PRINTERS,None,NOVALUE,NO ACTION,1,PRINTER_ID,None,None,ORATECHDATAHUB
CMNPRINTMATRIX_PK,PRIMARY KEY,CMN_PRINTER_MATRIX,None,NOVALUE,NO ACTION,1,PRINT_MATRIX_ID,None,None,ORATECHDATAHUB
CMNPRIVL_ID_PK,PRIMARY KEY,CMN_PRIVILEGES,None,NOVALUE,NO ACTION,1,PRIVILEGE_ID,None,None,ORATECHDATAHUB
CMN_PROFPK,PRIMARY KEY,CMN_PROFILES,None,NOVALUE,NO ACTION,1,PROFILE_ID,None,None,ORATECHDATAHUB
CMNPROFVAL_PK,PRIMARY KEY,CMN_PROFILE_VALUES,None,NOVALUE,NO ACTION,1,PROFILE_VALUE_ID,None,None,ORATECHDATAHUB
CMNPROP_PK,PRIMARY KEY,CMN_PROPERTIES,None,NOVALUE,NO ACTION,1,PROPERTY_ID,None,None,ORATECHDATAHUB
CPO_PK,PRIMARY KEY,CMN_PROPERTY_OBJECTS,None,NOVALUE,NO ACTION,1,OBJECT_ID,None,None,ORATECHDATAHUB
CMNPROPVAL_PK,PRIMARY KEY,CMN_PROPERTY_VALUES,None,NOVALUE,NO ACTION,1,PROPERTY_VALUE_ID,None,None,ORATECHDATAHUB
CREA_PK,PRIMARY KEY,CMN_REASONS,None,NOVALUE,NO ACTION,1,REASON_CODE_ID,None,None,ORATECHDATAHUB
CMNREPGRPH_PK,PRIMARY KEY,CMN_REPORTGROUP_HEADERS,None,NOVALUE,NO ACTION,1,REPORT_GROUP_ID,None,None,ORATECHDATAHUB
CMNREPGRPL_PK,PRIMARY KEY,CMN_REPORTGROUP_LINES,None,NOVALUE,NO ACTION,1,REPORT_GROUP_LINE_ID,None,None,ORATECHDATAHUB
CMNREPOUSN_PK,PRIMARY KEY,CMN_REPORTOUTPUTS_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
CMRR_PK,PRIMARY KEY,CMN_REPORTS,None,NOVALUE,NO ACTION,1,REPORT_ID,None,None,ORATECHDATAHUB
CMNREPCOL_PK,PRIMARY KEY,CMN_REPORT_COLUMNS,None,NOVALUE,NO ACTION,1,REPORT_COLUMN_ID,None,None,ORATECHDATAHUB
CRC_PK,PRIMARY KEY,CMN_REPORT_CONFIG,None,NOVALUE,NO ACTION,1,CRC_ID,None,None,ORATECHDATAHUB
CRP_PK,PRIMARY KEY,CMN_REPORT_PARAMETERS,None,NOVALUE,NO ACTION,1,CRP_ID,None,None,ORATECHDATAHUB
CMNRSET_PK,PRIMARY KEY,CMN_REPORT_SET,None,NOVALUE,NO ACTION,1,SET_ID,None,None,ORATECHDATAHUB
CR_PK,PRIMARY KEY,CMN_RESPONSIBILITIES,None,NOVALUE,NO ACTION,1,RESP_ID,None,None,ORATECHDATAHUB
SEA_PK,PRIMARY KEY,CMN_SEASONS,None,NOVALUE,NO ACTION,1,SEASON_CODE_ID,None,None,ORATECHDATAHUB
CS_PK,PRIMARY KEY,CMN_SEQUENCES,None,NOVALUE,NO ACTION,1,CS_ID,None,None,ORATECHDATAHUB
CMN_SHIFTS_PK,PRIMARY KEY,CMN_SHIFTS,None,NOVALUE,NO ACTION,1,SHIFT_ID,None,None,ORATECHDATAHUB
CMNSTPATTRIBUTES_PK,PRIMARY KEY,CMN_STP_ATTRIBUTES,None,NOVALUE,NO ACTION,1,ATTRIBUTE_ID,None,None,ORATECHDATAHUB
CMNSTPLEVELS_PK,PRIMARY KEY,CMN_STP_LEVELS,None,NOVALUE,NO ACTION,1,LEVEL_ID,None,None,ORATECHDATAHUB
CMNSTYLEPATTERNS_PK,PRIMARY KEY,CMN_STYLE_PATTERNS,None,NOVALUE,NO ACTION,1,STP_ID,None,None,ORATECHDATAHUB
CSO_PK,PRIMARY KEY,CMN_SYS_OPTIONS,None,NOVALUE,NO ACTION,1,SYS_OPTIONS_ID,None,None,ORATECHDATAHUB
CTB_PK,PRIMARY KEY,CMN_TAX_BREAKUPS,None,NOVALUE,NO ACTION,1,CTB_ID,None,None,ORATECHDATAHUB
CTC_PK,PRIMARY KEY,CMN_TAX_CODES,None,NOVALUE,NO ACTION,1,TAX_CODE_ID,None,None,ORATECHDATAHUB
CMNTERM_ID_PK,PRIMARY KEY,CMN_TERMINALS,None,NOVALUE,NO ACTION,1,TERMINAL_ID,None,None,ORATECHDATAHUB
CMNTERMPROP_ID_PK,PRIMARY KEY,CMN_TERMINAL_PROPERTIES,None,NOVALUE,NO ACTION,1,TERMINAL_PROPERTY_ID,None,None,ORATECHDATAHUB
TERMS_PK,PRIMARY KEY,CMN_TERMS,None,NOVALUE,NO ACTION,1,TC_CODE_ID,None,None,ORATECHDATAHUB
CUOM_PK,PRIMARY KEY,CMN_UNIT_OF_MEASUREMENTS,None,NOVALUE,NO ACTION,1,UOM_ID,None,None,ORATECHDATAHUB
CU_PK,PRIMARY KEY,CMN_USERS,None,NOVALUE,NO ACTION,1,USER_ID,None,None,ORATECHDATAHUB
USEREXL_PK,PRIMARY KEY,CMN_USER_EXCLUSIONS,None,NOVALUE,NO ACTION,1,EXCLUSION_ID,None,None,ORATECHDATAHUB
CMNUSERREPGRP_PK,PRIMARY KEY,CMN_USER_REPORTGROUPS,None,NOVALUE,NO ACTION,1,USER_REPORTGROUP_ID,None,None,ORATECHDATAHUB
CUR_PK,PRIMARY KEY,CMN_USER_RESPONSIBILITIES,None,NOVALUE,NO ACTION,1,USER_RESP_ID,None,None,ORATECHDATAHUB
CUTF_PK,PRIMARY KEY,CMN_USER_TOP_FUNCTIONS,None,NOVALUE,NO ACTION,1,CUTF_ID,None,None,ORATECHDATAHUB
CMN_WDAY_SHIFTS_PK,PRIMARY KEY,CMN_WDAY_SHIFTS,None,NOVALUE,NO ACTION,1,WDAY_SHIFT_ID,None,None,ORATECHDATAHUB
CMNCOMMUNICATION_PK,PRIMARY KEY,CRM_COMMUNICATIONS,None,NOVALUE,NO ACTION,1,COMMUNICATION_ID,None,None,ORATECHDATAHUB
CRMPARTY_PK,PRIMARY KEY,CRM_PARTIES,None,NOVALUE,NO ACTION,1,PARTY_ID,None,None,ORATECHDATAHUB
CMNTEMPLATE_PK,PRIMARY KEY,CRM_TEMPLATES,None,NOVALUE,NO ACTION,1,TEMPLATE_ID,None,None,ORATECHDATAHUB
DSS_PK,PRIMARY KEY,DAILY_STOCK_SNAPSHOTS,None,NOVALUE,NO ACTION,1,DATECHAR~ITEM_ID~,None,None,ORATECHDATAHUB
DISPHEADER1_PK,PRIMARY KEY,DISPATCH_HEADERS,None,NOVALUE,NO ACTION,1,DISPATCH_ID,None,None,ORATECHDATAHUB
EMPDEP_PK,PRIMARY KEY,EMP_DEPARTMENTS,None,NOVALUE,NO ACTION,1,DEPARTMENT_ID,None,None,ORATECHDATAHUB
EMPEMP_PK,PRIMARY KEY,EMP_EMPLOYEES,None,NOVALUE,NO ACTION,1,EMPLOYEE_ID,None,None,ORATECHDATAHUB
EMPJOB_PK,PRIMARY KEY,EMP_JOBS,None,NOVALUE,NO ACTION,1,JOB_ID,None,None,ORATECHDATAHUB
EMPJT_PK,PRIMARY KEY,EMP_JOB_TYPES,None,NOVALUE,NO ACTION,1,JOB_TYPE_ID,None,None,ORATECHDATAHUB
EMPJTD_PK,PRIMARY KEY,EMP_JOB_TYPE_DAYS,None,NOVALUE,NO ACTION,1,JOB_TYPE_DAY_ID,None,None,ORATECHDATAHUB
EMPPOS_PK,PRIMARY KEY,EMP_POSITIONS,None,NOVALUE,NO ACTION,1,POSITION_ID,None,None,ORATECHDATAHUB
CUSTITEM_PK,PRIMARY KEY,AR_CUST_ITEM_UPLOADS,None,NOVALUE,NO ACTION,1,UPLOAD_ID,None,None,ORATECHDATAHUB
ACPM_PK,PRIMARY KEY,AR_CUST_PAYMENT_METHODS,None,NOVALUE,NO ACTION,1,CPM_ID,None,None,ORATECHDATAHUB
ACSC_PK,PRIMARY KEY,AR_CUST_STORE_CARDSES,None,NOVALUE,NO ACTION,1,CARD_NO,None,None,ORATECHDATAHUB
AR_DELH_PK,PRIMARY KEY,AR_DELIVERY_HEADERS,None,NOVALUE,NO ACTION,1,DELIVERY_HEADER_ID,None,None,ORATECHDATAHUB
AR_DELL_PK,PRIMARY KEY,AR_DELIVERY_LINES,None,NOVALUE,NO ACTION,1,DELIVERY_LINE_ID,None,None,ORATECHDATAHUB
AR_FREIGHT_COUNTRIES_PK,PRIMARY KEY,AR_FREIGHT_COUNTRIES,None,NOVALUE,NO ACTION,1,FREIGHT_COUNTRY_ID,None,None,ORATECHDATAHUB
ARFREIGHT_PK,PRIMARY KEY,AR_FREIGHT_HEADERS,None,NOVALUE,NO ACTION,1,FREIGHT_HEADER_ID,None,None,ORATECHDATAHUB
ARFREIGHTL_PK,PRIMARY KEY,AR_FREIGHT_LINES,None,NOVALUE,NO ACTION,1,FREIGHT_LINE_ID,None,None,ORATECHDATAHUB
AFM_PK,PRIMARY KEY,AR_FREIGHT_MASTERS,None,NOVALUE,NO ACTION,1,FREIGHT_CODE,None,None,ORATECHDATAHUB
ARINVBATCHL_PK,PRIMARY KEY,AR_INVBATCH_COUNT,None,NOVALUE,NO ACTION,1,INVBATCH_GROUP_ID~INVBATCH_LINE_ID~,None,None,ORATECHDATAHUB
ARINVH_PK,PRIMARY KEY,AR_INVOICE_HEADERS,None,NOVALUE,NO ACTION,1,INVOICE_HEADER_ID,None,None,ORATECHDATAHUB
ARINVLINE_PK,PRIMARY KEY,AR_INVOICE_LINES,None,NOVALUE,NO ACTION,1,INVOICE_LINE_ID,None,None,ORATECHDATAHUB
ARFULFILL_PK,PRIMARY KEY,AR_ITEM_FULFILLMENT,None,NOVALUE,NO ACTION,1,FULFILLMENT_ID,None,None,ORATECHDATAHUB
AO_PK,PRIMARY KEY,AR_OPTIONS,None,NOVALUE,NO ACTION,1,AR_OPTION_ID,None,None,ORATECHDATAHUB
ORDPADHEAD_PK,PRIMARY KEY,AR_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,1,ORDERPAD_HEADER_ID,None,None,ORATECHDATAHUB
ORDERPADLINE_PK,PRIMARY KEY,AR_ORDERPAD_LINES,None,NOVALUE,NO ACTION,1,ORDERPAD_LINE_ID,None,None,ORATECHDATAHUB
ARPMNTH_PK,PRIMARY KEY,AR_PAYMENT_HEADERS,None,NOVALUE,NO ACTION,1,PAYMENT_HEADER_ID,None,None,ORATECHDATAHUB
