OBJECT_NAME,COLUMN_NAME,DATA_TYPE,DATA_WIDTH,DATA_PRECISION,DEFAULTVAL,NULLABLE,DATASOURCE
AP_DBNOTE_LINES_V,CREATION_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,CREATED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,BU_ID,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,SOURCE_REF_ID1,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,SOURCE_REF_ID2,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,QTY_DBNOTE_UNITS,NUMBER,12,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,UNIT_CP,NUMBER,14,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,CASE_CP,NUMBER,14,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,CASE_SIZE,NUMBER,12,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,NET_PRICE,NUMBER,14,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,TAX_PRICE,NUMBER,14,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DISCOUNT_PRICE,NUMBER,14,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,LAST_UPDATE_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,INVOICED_PRICE,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DBNOTE_STATUS_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DBNOTE_LINE_DESC,VARCHAR2,2000,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,SUP_PRODUCT_CODE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,QTY_INSTOCK,NUMBER,12,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DBNOTE_STATUS,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DETAIL_COMMENTS,VARCHAR2,100,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DBNOTE_ADD_REDUCE,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,TAX_RATE,NUMBER,14,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DELETE_FLAG,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,TAX_CODE_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,ATTRIBUTE1,VARCHAR2,2000,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,ATTRIBUTE2,VARCHAR2,2000,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,UPDATE_SOURCE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DBNOTE_LINE_ID,NUMBER,10,0,None,False,ORATECHDATAHUB
AP_DBNOTE_LINES_V,QTY_ORDERED_UNITS,NUMBER,13,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,QTY_DELIVERED_UNITS,NUMBER,13,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,QTY_RECEIVED_UNITS,NUMBER,13,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,QTY_INVOICED_UNITS,NUMBER,13,3,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,RECEIPT_PRICE,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,PO_HEADER_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,PO_LINE_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,SL_NO,NUMBER,6,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,LINE_TYPE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,LAST_UPDATED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,DBNOTE_REASON,VARCHAR2,20,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,ORDER_PRICE,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,LOCATION_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_DBNOTE_LINES_V,ADJUST_STOCK,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_TYPE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,PMNT_METHOD_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,VAT_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,NET_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,PAYMENT_CURRENCY_CODE,VARCHAR2,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_CURRENCY_CODE,VARCHAR2,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_NUMBER,VARCHAR2,30,0,None,False,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,SUP_SUPPLIER_ID,NUMBER,10,0,None,False,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,UPDATE_SOURCE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,DELETE_FLAG,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CANCELLED_AMOUNT,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CANCELLED_BY,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CANCELLED_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,AUTHORIZED_BY,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,EXCHANGE_RATE,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,APPROVED_AMOUNT,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,VOUCHER_NUM,VARCHAR2,50,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_RECEIVED_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GRN_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GRN_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,PO_HEADER_ID,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,SHIPTO_LOCATION_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_USER_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,BILLTO_LOCATION_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_STATUS,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,NOTES1,VARCHAR2,2000,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,TRANS_CATEGORY,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,BATCH_NAME,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,PAID_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,BALANCE_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GROSS_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CPT_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,DISCOUNT_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GL_ACCOUNT_CODE,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,DESCRIPTION,VARCHAR2,240,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,NOTES2,VARCHAR2,2000,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CARRIAGE_TOTAL,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GL_ACCOUNTING_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,LAST_UPDATED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,LAST_UPDATE_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_ID,NUMBER,10,0,None,False,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,BU_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CREATED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,CREATION_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,INVOICE_STATUS_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GL_ACCOUNT_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,FILE_NAME,VARCHAR2,400,0,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,GROSS_TOTAL_FC,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,NET_TOTAL_FC,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_HEADERS_V,DBNOTE_ID,NUMBER,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,TAX_AMOUNT,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,NET_AMOUNT,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,LAST_UPDATED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,LAST_UPDATE_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_AMOUNT_EXL_TAX,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CASE_SIZE,NUMBER,12,3,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,UNIT_CP,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CASE_CP,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,TAX_RATE,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,DISCOUNT_AMOUNT,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_AMOUNT,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,SL_NO,NUMBER,5,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CARRIAGE_AMOUNT,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,TOTAL_LINE_AMOUNT,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,UNIT,NUMBER,6,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,TAX_CODE_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,QTY_INVOICED_UNITS,NUMBER,13,3,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,UPDATE_SOURCE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CANCELLED_AMOUNT,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CANCELLED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CANCELLED_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,EXCHANGE_RATE,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,GRN_LINE_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,GRN_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,PO_LINE_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,PO_HEADER_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,DELETE_FLAG,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,BU_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CREATED_BY,NUMBER,15,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,CREATION_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_LINE_STATUS_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_LINE_STATUS,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,GL_ACCOUNT_CODE,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,ITEM_NAME,VARCHAR2,240,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,ITEM_ID,NUMBER,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,DESCRIPTION,VARCHAR2,240,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,NOTES1,VARCHAR2,2000,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_LINE_TYPE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_LINE_ID,NUMBER,10,0,None,False,ORATECHDATAHUB
AP_INVOICE_LINES_V,GL_ACCOUNT_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,TOTAL_LINE_AMOUNT_FC,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,NET_AMOUNT_FC,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,INVOICE_AMOUNT_FC,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,TAX_LINE_FLAG,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_INVOICE_LINES_V,DBNOTE_LINE_ID,NUMBER,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,BATCH_FORMAT,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,COMPANY_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,OPTION_TYPE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,REJECTION_SUB_LOCATION_NAME,VARCHAR2,100,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,GRN_TOLERANCE_PERCENTAGE,NUMBER,12,2,None,True,ORATECHDATAHUB
AP_OPTIONS_V,LOCATION_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PERIOD_HEADER_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,GRN_TOLERANCE_TYPE,VARCHAR2,20,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,INVOICE_MATCHING_OPTION,VARCHAR2,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PMNT_METHOD_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,CPT_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINT_OUTPUT_PATH,VARCHAR2,240,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,GRN_SYNCHRONISED_ON,DATE,7,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PO_SYNCHRONISED_ON,DATE,7,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,SHIPTO_LOCATION_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,BILLTO_LOCATION_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINTER_COPIES,NUMBER,6,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINTER_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,SUGGESTED_FORMULA_TEXT,VARCHAR2,1000,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,SUGGESTED_QTY_FORMULA,VARCHAR2,100,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,CALCULATE_SUGGESTED_ORDER,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,ITEMS_RECEIPT_TYPE,VARCHAR2,20,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,COST_PRICE_FORMULA,VARCHAR2,20,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,ADD_OUTSORDER_QTY,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,GOODS_IN_QTY_TO_ZERO,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,FOLLOW_UP_PO,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,SUPPLIER_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,UPDATE_SOURCE,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,RECORD_STATUS,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,LAST_UPDATED_BY,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,LAST_UPDATE_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,CREATION_DATE,DATE,7,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,DELETE_FLAG,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,CREATED_BY,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,BU_ID,VARCHAR2,3,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,AP_OPTIONS_ID,NUMBER,10,0,None,False,ORATECHDATAHUB
AP_OPTIONS_V,AUTO_DBN_FROM_GRN,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,WHAT_PRICE_TO_GRN,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,GRN_UNAPPROVED_SUB_LOCATION,VARCHAR2,100,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,GRN_APPROVED_SUB_LOCATION,VARCHAR2,100,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,BANK_ACCOUNT_ID,NUMBER,10,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINT_SUPPLIER_NOTE2,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINT_SUPPLIER_NOTE1,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINT_NOTE_CRITERIA,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,INVOICE_IMAGE_PATH,VARCHAR2,200,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,AUTO_BATCH_ON_GRN,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,SUPPLIER_NUMBERING,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,PRINT_SPLIT_CASE,VARCHAR2,1,0,None,True,ORATECHDATAHUB
AP_OPTIONS_V,WHAT_PRICE_TO_PO,VARCHAR2,30,0,None,True,ORATECHDATAHUB
AP_OTHERFINDCRITERIA_V,IDVALUE,VARCHAR2,41,0,None,True,ORATECHDATAHUB
AP_OTHERFINDCRITERIA_V,ID,VARCHAR2,95,0,None,True,ORATECHDATAHUB
